symbol,sector,pe_ratio,market_cap,revenue_growth,industry,forward_pe,enterprise_value,earnings_growth,profit_margin,operating_margin,return_on_equity,return_on_assets,debt_to_equity,current_ratio,quick_ratio,dividend_yield,payout_ratio,beta,shares_outstanding,float_shares,short_ratio,book_value,price_to_book,price_to_sales,enterprise_to_revenue,enterprise_to_ebitda,last_updated,error
UTL,Utilities,17.38356,825367744.0,-0.044,Utilities - Diversified,16.374193,1636498432.0,0.0,0.097349994,0.27232,0.09073,0.03291,153.829,0.663,0.381,3.55,0.59,0.617,16260200.0,15922198.0,5.85,32.855,1.5449703,1.6951483,3.361,9.39,2025-07-30T22:25:18.076042,
UTMD,Healthcare,15.045333,181441072.0,-0.043,Medical Instruments & Supplies,,99518136.0,-0.04,0.32334,0.34924,0.10393,0.06962,0.218,41.87,38.071,2.16,0.32419997,0.287,3215900.0,2769405.0,5.26,36.547,1.5437654,4.673185,2.563,5.912,2025-07-30T22:25:18.196369,
UTRE,,,,,,,,,,,,,,,,3.86,,,,,,,,,,,2025-07-30T22:25:18.286512,
UTSI,Technology,,23865056.0,-0.442,Communication Equipment,-15.75,-18624958.0,,-0.40153998,-0.7232,-0.09043,-0.0629,3.511,2.93,2.462,,0.0,0.08,9470260.0,3418573.0,1.24,4.939,0.5102247,2.1938827,-1.712,2.64,2025-07-30T22:25:18.387764,
UTSL,,23.066174,,,,,,,,,,,,,,1.53,,,,,,,,,,,2025-07-30T22:25:18.483679,
UTWO,,,,,,,,,,,,,,,,3.98,,,,,,,,,,,2025-07-30T22:25:19.478177,
UTWY,,,,,,,,,,,,,,,,4.52,,,,,,,,,,,2025-07-30T22:25:19.587365,
UTZ,Consumer Defensive,43.0303,1222077568.0,0.016,Packaged Foods,17.108435,2838635776.0,,0.01941,0.014249999,0.02458,0.012460001,74.569,1.317,0.756,1.72,0.72730005,1.153,86061800.0,68080010.0,5.41,8.431,1.6842605,0.8637555,2.006,22.662,2025-07-30T22:25:19.767087,
UUP,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,2025-07-30T22:25:19.866964,
UUU,Industrials,16.181818,8233888.0,0.289,Security & Protection Services,,9999592.0,,0.02125,0.20919001,0.09887999,0.034089997,40.935,2.11,0.99,,0.0,,2312890.0,1477102.0,0.01,2.233,1.5942677,0.34943318,0.424,19.745,2025-07-30T22:25:20.067753,
UUUU,Energy,,2145750528.0,-0.335,Uranium,157.83334,1893835008.0,,-1.1166201,-1.55007,-0.1599,-0.077360004,,6.077,4.329,,0.0,2.027,225863008.0,212491987.0,2.39,2.703,3.5035145,30.83595,27.216,-32.213,2025-07-30T22:25:20.859009,
UVE,Financial Services,10.230435,657122304.0,0.052,Insurance - Property & Casualty,10.365639,390876320.0,0.0,0.04236,0.119940005,0.15601,0.020469999,22.032,0.576,0.168,2.72,0.2783,0.865,27927000.0,25503774.0,2.73,16.393,1.4353688,0.4192513,0.249,3.77,2025-07-30T22:25:21.067466,
UVIX,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-07-30T22:25:21.161780,
UVSP,Financial Services,10.794871,849054272.0,0.057,Banks - Regional,12.868996,1074577408.0,0.115,0.26778,0.34625998,0.090229996,0.01012,,,,2.99,0.3114,0.732,28810800.0,27879352.0,3.25,31.819,0.92617613,2.845795,3.602,,2025-07-30T22:25:21.351049,
UVV,Consumer Defensive,14.5079365,1359944320.0,-0.089,Tobacco,,2241578752.0,-0.769,0.03225,0.060890004,0.07603,0.05133,73.594,2.874,1.191,5.98,0.6429,0.733,24798400.0,24143211.0,2.04,59.014,0.92927104,0.4614229,0.761,7.394,2025-07-30T22:25:21.539891,
UVXY,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-07-30T22:25:22.341754,
UWM,,18.45732,,,,,,,,,,,,,,1.1,,,,,,,,,,,2025-07-30T22:25:24.396099,
UWMC,Financial Services,,9868580864.0,0.048,Mortgage Finance,9.108696,13369329664.0,,-0.00322,-0.23355,-0.04798,0.0184,707.896,1.258,0.098,9.55,3.0769,1.724,201418000.0,138658469.0,3.58,0.821,5.1035323,3.9687986,5.377,30.09,2025-07-30T22:25:24.505706,
UWMC.W,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T22:25:24.595718,HTTP Error 404: 
UX,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T22:25:25.079960,
UXAP,,27.495596,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T22:25:25.779412,
UXI,,27.90127,,,,,,,,,,,,,,0.55,,,,,,,,,,,2025-07-30T22:25:25.877673,
UXIN,Consumer Cyclical,,795812288.0,0.58,Auto & Truck Dealerships,-24.125,226769584128.0,,-0.08314,-0.069910005,,,,0.511,0.139,,0.0,1.269,206032992.0,14845705737.0,2.2,-1.6,-2.4125,0.36527178,104.086,,2025-07-30T22:25:25.986691,
UXJA,,27.503357,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T22:25:26.074971,
UXOC,,27.503426,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T22:25:26.461340,
UYG,,18.708893,,,,,,,,,,,,,,0.72,,,,,,,,,,,2025-07-30T22:25:27.301075,
UYLD,,,,,,,,,,,,,,,,5.48,,,,,,,,,,,2025-07-30T22:25:27.493060,
UYM,,29.000256,,,,,,,,,,,,,,1.19,,,,,,,,,,,2025-07-30T22:25:27.493388,
UYSC,Financial Services,,77196168.0,,Shell Companies,,77593096.0,,0.0,0.0,,-0.59411,,0.046,0.046,,0.0,,7658350.0,4527998.0,3.05,-0.096,-105.0,,,,2025-07-30T22:25:27.585616,
UYSCR,,,,,,,,,0.0,0.0,,-0.59411,,0.046,0.046,,,,,4527998.0,,-0.096,-2.3541665,,,,2025-07-30T22:25:27.942052,
UYSCU,Financial Services,,68511152.0,,Shell Companies,,78895016.0,,0.0,0.0,,-0.59411,,0.046,0.046,,,,6677500.0,4527998.0,0.12,-0.096,-106.875,,,,2025-07-30T22:25:28.839335,
UZD,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T22:25:28.931941,
UZE,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T22:25:29.047466,
UZF,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T22:25:29.223973,
V,Financial Services,34.3728,686245019648.0,0.093,Credit Services,27.748026,665562775552.0,0.014,0.52859,0.67073,0.50655,0.16936001,54.594,1.084,0.682,0.67,0.2236,0.922,1710989952.0,1708310347.0,3.56,19.801,17.741024,18.24101,17.691,25.379,2025-07-30T22:25:29.525879,
VABK,Financial Services,11.47432,204787392.0,0.068,Banks - Regional,,235456368.0,0.013,0.31936002,0.41492,0.1101,0.01116,,,,3.75,0.4079,0.523,5391980.0,4713506.0,3.29,31.671,1.1992043,3.6561344,4.204,,2025-07-30T22:25:30.129178,
VABS,,,,,,,,,,,,,,,,5.19,,,,,,,,,,,2025-07-30T22:25:30.316097,
VAC,Consumer Cyclical,13.911111,2810482688.0,0.029,Resorts & Casinos,10.894243,8006480896.0,0.179,0.06877,0.17896,0.09474,0.03323,221.437,3.615,0.487,3.88,0.5299,1.489,34535300.0,28527866.0,2.74,70.52,1.1539989,0.8514034,2.425,11.932,2025-07-30T22:25:30.523302,
VACH,Financial Services,38.518517,328900000.0,,Shell Companies,,328454496.0,,0.0,0.0,,,,5.814,5.681,,0.0,,25300000.0,18473428.0,0.02,-0.368,-28.260868,,,,2025-07-30T22:25:30.809045,
VACHU,Financial Services,,,,Shell Companies,,363242016.0,,0.0,0.0,,,,5.814,5.681,,,,,18473428.0,0.0,-0.368,-31.25,,,,2025-07-30T22:25:31.006695,
VACHW,Financial Services,,,,Shell Companies,,,,0.0,0.0,,,,5.814,5.681,,,,,20965794.0,,-0.368,-0.7472826,,,,2025-07-30T22:25:31.506772,
VAL,Energy,12.014152,3620254720.0,0.182,Oil & Gas Equipment & Services,9.666034,4346056704.0,,0.1261,0.23843999,0.14385,0.069510005,52.575,1.667,1.438,,0.0,1.158,71069000.0,58182802.0,5.83,31.041,1.6410553,1.472666,1.768,7.073,2025-07-30T22:25:33.618789,
VAL.W,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T22:25:33.709705,HTTP Error 404: 
VALE,Basic Materials,7.166667,42287566848.0,0.132,Other Industrial Metals & Mining,4.8243904,132381220864.0,-0.01,0.14875,0.273,0.15003,0.07763,51.02,1.11,0.547,13.93,0.6047,1.031,4268780032.0,3982429106.0,1.74,47.34,0.20891425,0.19991758,0.626,1.788,2025-07-30T22:25:34.312035,
VALN,Healthcare,,659847616.0,0.503,Biotechnology,-13.857143,1252162304.0,,-0.43206,-0.121079996,-0.44111001,-0.1919,120.481,2.703,1.756,,0.0,1.074,85031904.0,116850962.0,1.59,1.139,6.8129935,3.5464811,6.73,-9.222,2025-07-30T22:25:34.513035,
VALQ,,18.857948,,,,,,,,,,,,,,1.76,,,,,,,,,,,2025-07-30T22:25:34.806318,
VALU,Financial Services,16.825327,362704448.0,-0.018,Financial Data & Stock Exchanges,,290803552.0,-0.122,0.60286,0.17442,0.22869,0.029860001,3.931,3.432,3.381,3.36,0.524,1.066,9413560.0,776619.0,4.93,10.509,3.6663811,10.161212,8.147,36.806,2025-07-30T22:25:35.018277,
VAMO,,14.829929,,,,,,,,,,,,,,1.58,,,,,,,,,,,2025-07-30T22:25:35.204711,
VANI,Healthcare,,88865848.0,,Biotechnology,-2.6785715,94892856.0,,0.0,0.0,-1.17762,-0.35028,163.756,2.396,2.127,,0.0,3.257,59243900.0,30972712.0,2.15,0.196,7.6530614,,,-3.857,2025-07-30T22:25:35.709311,
VAPE,Industrials,,34478360.0,2.042,Farm & Heavy Construction Machinery,8.682203,26010196.0,,-1.18109,-1.50511,,,2.914,4.174,3.534,,0.0,0.612,841346.0,651454.0,0.19,9.855,4.1582956,9.912548,7.478,-6.306,2025-07-30T22:25:35.679878,
VAPEW,Industrials,,,2.042,Farm & Heavy Construction Machinery,,,,-1.18109,-1.50511,,,2.914,4.174,3.534,,,0.612,,651454.0,,9.855,0.021816337,,,,2025-07-30T22:25:39.270457,
VATE,Industrials,,77972384.0,-0.13,Engineering & Construction,,798172480.0,,-0.03911,0.0124,,0.02802,,0.438,0.394,22.02,0.0,1.729,13283200.0,4008875.0,21.2,-15.373,-0.38183826,0.07313797,0.749,10.934,2025-07-30T22:25:39.370365,
VAW,,26.763205,,,,,,,,,,,,,,1.71,,,,,,,,,,,2025-07-30T22:25:54.504811,
VB,,20.875195,216429297664.0,,,,,,,,,,,,,1.4,,,158508992.0,,,140.824,1.7396182,,,,2025-07-30T22:25:39.564865,
VBF,Financial Services,13.267242,175832288.0,0.022,Asset Management,,175724336.0,-0.683,1.22233,0.90099,0.07116,0.03079,,1.249,1.24,5.46,0.7457,0.41,11425100.0,,0.11,16.45,0.9355623,16.222218,16.212,,2025-07-30T22:25:39.659553,
VBIL,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T22:25:40.431511,
VBIX,Communication Services,,52670384.0,-0.727,Internet Content & Information,,42657484.0,,-0.74837,-0.35456002,-1.2760501,-0.075040005,75.014,0.424,0.079,,0.0,1.114,10061200.0,3097479.0,0.59,1.097,4.7721057,2.677429,2.168,-12.829,2025-07-30T22:25:40.722184,
VBK,,29.31768,13774838784.0,,,,,,,,,,,,,0.54,,,48387100.0,,,124.274,2.2907445,,,,2025-07-30T22:25:40.841572,
VBND,,,,,,,,,,,,,,,,4.21,,,,,,,,,,,2025-07-30T22:25:40.931716,
VBNK,Financial Services,14.625,380469952.0,0.027,Banks - Regional,6.8023252,145380800.0,-0.417,0.28865,0.40116,0.0687,0.00676,,,,0.63,0.090900004,1.176,32518800.0,27979489.0,1.92,16.246,0.72017723,3.4434474,1.316,,2025-07-30T22:25:41.827606,
VBR,,17.650322,20472901632.0,,,,,,,,,,,,,2.11,,,101351000.0,,,98.91,2.0422606,,,,2025-07-30T22:25:42.012438,
VBTX,Financial Services,15.42381,1759739008.0,0.081,Banks - Regional,14.59009,1312160384.0,0.121,0.27294,0.39273998,0.072459996,0.009190001,,,,2.72,0.39049998,1.009,54329700.0,51927806.0,1.15,30.392,1.065741,4.1456347,3.091,,2025-07-30T22:25:42.131814,
VC,Consumer Cyclical,10.829524,3101587968.0,-0.044,Auto Parts,12.536935,2951592448.0,-0.071,0.07614,0.09804,0.22329001,0.07429,29.506,1.871,1.51,0.97,0.0,1.215,27276300.0,26813460.0,2.94,52.088,2.1830363,0.81150913,0.772,6.574,2025-07-30T22:25:42.225186,
VCEB,,,,,,,,,,,,,,,,4.53,,,,,,,,,,,2025-07-30T22:25:42.989274,
VCEL,Healthcare,797.2,2006672000.0,0.026,Biotechnology,83.04167,1993417728.0,,0.01248,-0.2432,0.01125,-0.00449,33.724,5.01,4.203,,0.0,1.325,50343000.0,49785672.0,10.76,5.88,6.7789116,8.412273,8.357,497.981,2025-07-30T22:25:43.288719,
VCIC,Financial Services,,382067008.0,,Shell Companies,,304835328.0,,0.0,0.0,,,,3.5,2.819,,,,22000000.0,18399920.0,0.14,-0.265,-39.32076,,,,2025-07-30T22:25:43.412434,
VCICU,Financial Services,,,,Shell Companies,,306888672.0,,0.0,0.0,,,,3.5,2.819,,,,,18399920.0,0.81,-0.265,-39.584908,,,,2025-07-30T22:25:43.596096,
VCICW,Financial Services,,,,Shell Companies,,,,0.0,0.0,,,,3.5,2.819,,,,,18399920.0,,-0.265,-1.0792454,,,,2025-07-30T22:25:44.269892,
VCIG,Industrials,0.017091317,26663394.0,0.287,Consulting Services,,-32078644.0,-0.908,0.28299,0.14592,0.14147,0.08613,0.35,9.36,5.321,,0.0,1.813,26930000.0,3534243.0,0.26,515.089,0.0019221922,0.21435596,-0.258,-0.873,2025-07-30T22:25:44.465907,
VCIT,,,,,,,,,,,,,,,,4.44,,,,,,,,,,,2025-07-30T22:25:44.683342,
VCLN,,18.613802,,,,,,,,,,,,,,1.45,,,,,,,,,,,2025-07-30T22:25:44.875445,
VCLT,,,,,,,,,,,,,,,,5.31,,,,,,,,,,,2025-07-30T22:25:45.486412,
VCR,,27.186907,,,,,,,,,,,,,,0.82,,,,,,,,,,,2025-07-30T22:25:45.688702,
VCRB,,,,,,,,,,,,,,,,4.34,,,,,,,,,,,2025-07-30T22:25:45.903991,
VCRM,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T22:25:46.102743,
VCSH,,,,,,,,,,,,,,,,4.13,,,,,,,,,,,2025-07-30T22:25:46.716206,
VCTR,Financial Services,15.564445,4709230592.0,0.017,Asset Management,11.370131,5518487552.0,0.143,0.32896,0.48373002,0.26569998,0.10707,86.047,2.415,2.339,2.8,0.3756,1.044,67236304.0,45393907.0,6.09,17.905,3.9117563,5.248679,6.151,11.843,2025-07-30T22:25:46.934310,
VCV,Financial Services,27.861109,480938496.0,0.009,Asset Management,,795239360.0,-0.899,0.45501,0.86866,0.03261,0.02395,61.112,5.895,5.895,7.73,1.9978,0.717,47950000.0,,4.01,11.042,0.90834993,12.503638,20.675,,2025-07-30T22:25:47.130691,
VCYT,Healthcare,58.261906,1916358272.0,0.182,Diagnostics & Research,61.175,1679504512.0,,0.07132,0.07032,0.028570002,0.0194,4.226,5.1,4.541,,0.0,2.073,78314600.0,77871350.0,6.38,15.26,1.6035386,4.1354923,3.624,26.967,2025-07-30T22:25:47.341678,
VDC,,24.767012,,,,,,,,,,,,,,2.25,,,,,,,,,,,2025-07-30T22:25:47.949811,
VDE,,15.972433,5213534720.0,,,,,,,,,,,,,3.27,,,41751700.0,,,56.102,2.2257674,,,,2025-07-30T22:25:48.152053,
VEA,,16.468622,,,,,,,,,,,,,,2.7,,,,,,,,,,,2025-07-30T22:25:48.367148,
VECO,Technology,20.424528,1262026112.0,-0.041,Semiconductor Equipment & Materials,12.162921,1196195072.0,-0.453,0.08986,0.08457,0.08509,0.03284,35.408,4.444,2.802,,0.0,1.102,58292200.0,56891392.0,6.66,13.928,1.5544226,1.7772287,1.685,13.322,2025-07-30T22:25:48.568404,
VEEA,Technology,,64866560.0,-0.15,Information Technology Services,,72926752.0,,0.0,-401.941,,,,0.537,0.013,,0.0,0.266,40541600.0,5735468.0,5.51,-0.32,-5.0,465.82138,523.703,-2.663,2025-07-30T22:25:49.073261,
VEEAW,Technology,,,-0.15,Information Technology Services,,,,0.0,-401.941,,,,0.537,0.013,,,0.266,,5735468.0,,-0.32,-0.5859375,,,,2025-07-30T22:25:49.373424,
VEEE,Consumer Cyclical,,5123417.0,-0.315,Recreational Vehicles,,1913528.0,,-0.86212,-0.44737998,-0.55582,-0.2464,19.351,4.038,1.691,,0.0,0.977,2237300.0,1302220.0,1.93,11.874,0.19285835,0.40264302,0.15,-0.19,2025-07-30T22:25:49.691310,
VEEV,Healthcare,60.983017,46936829952.0,0.167,Health Information Services,42.489647,40945721344.0,0.398,0.27341,0.30793,0.14064999,0.06898,1.243,4.605,4.538,,0.0,0.986,163412000.0,149920956.0,3.62,38.111,7.5366693,16.438395,14.34,50.507,2025-07-30T22:25:49.779954,
VEGA,,23.83777,,,,,,,,,,,,,,0.98,,,,,,,,,,,2025-07-30T22:25:50.141845,
VEGI,,19.803139,42693000.0,,,,,,,,,,,,,2.37,,,1050000.0,,,,,,,,2025-07-30T22:25:50.850139,
VEGN,,28.484608,,,,,,,,,,,,,,0.46,,,,,,,,,,,2025-07-30T22:25:50.970722,
VEL,Financial Services,8.880829,625464256.0,0.01,Mortgage Finance,8.0469475,5828656640.0,0.054,0.39360002,0.77264,0.13647,0.01317,927.527,8.076,7.984,,0.0,1.221,36491500.0,3553179.0,3.23,15.916,1.0769037,3.5141006,32.748,,2025-07-30T22:25:51.160985,
VEMY,,,,,,,,,,,,,,,,7.43,,,,,,,,,,,2025-07-30T22:25:51.416366,
VENU,Consumer Cyclical,,498771904.0,-0.112,Restaurants,17.09091,590813632.0,,-1.88599,-5.29909,-0.31672,-0.12481,40.167,2.718,2.6,,0.0,,37520600.0,5426408.0,2.21,2.069,6.3605604,28.67527,33.967,-20.71,2025-07-30T22:25:52.025450,
VEON,Communication Services,9.730435,3922072576.0,0.089,Telecom Services,7.9025426,100804796416.0,1.0,0.11179,0.23489,0.41693002,0.08073,338.833,0.79,0.718,,0.0,1.437,70099600.0,450162004.0,0.79,17.218,3.2495062,0.9594111,24.659,65.929,2025-07-30T22:25:52.251813,
VERA,Healthcare,,1321401344.0,,Biotechnology,-6.6623793,786031552.0,,0.0,0.0,-0.39494,-0.23464,10.18,27.682,27.104,,0.0,1.186,63774200.0,46894414.0,6.26,8.389,2.469901,,,-4.071,2025-07-30T22:25:52.454834,
VERB,Technology,13.986301,14477372.0,185.429,Software - Application,-0.7292857,3383320.0,,0.0,-2.03755,-0.6659,-0.35721,2.18,3.911,3.6,,0.0,0.815,1417960.0,1416523.0,1.97,13.112,0.778676,6.601629,1.543,-0.308,2025-07-30T22:25:52.667146,
VERI,Technology,,94154344.0,-0.07,Software - Infrastructure,-15.834933,193099504.0,,-0.35252,-0.96309,-6.07765,-0.19102,809.943,0.988,0.817,,0.0,2.651,47552700.0,36623527.0,2.52,0.329,6.018237,1.035266,2.123,-3.16,2025-07-30T22:25:53.418661,
VERO,Healthcare,,4536253.0,-0.219,Medical Devices,-1.0748899,39320544.0,,-0.81258005,-0.69838,,-0.24364,1414.15,1.281,0.58,,0.0,0.071,1859120.0,1244544.0,0.06,3.19,0.7648903,0.07436846,0.645,-1.567,2025-07-30T22:25:53.534014,
VERS,,27.628246,,,,,,,,,,,,,,0.8,,,,,,,,,,,2025-07-30T22:25:53.730866,
VERU,Healthcare,,72075352.0,,Biotechnology,-1.6955173,55845836.0,,-2.15241,-2.42679,-0.93857,-0.49032003,16.101,3.804,3.491,,0.0,-0.743,146584000.0,125783662.0,4.61,0.144,3.4145834,4.2682433,3.307,-1.37,2025-07-30T22:25:53.900600,
VERV,Healthcare,,994044800.0,4.79,Biotechnology,-3.851211,563723200.0,,0.0,-1.11099,-0.34263,-0.19351,14.495,9.843,9.59,,0.0,2.237,89312200.0,65365170.0,0.46,5.333,2.0870054,16.674967,9.456,-2.796,2025-07-30T22:25:58.052438,
VERX,Technology,,5331468800.0,0.129,Software - Application,49.47059,5412435456.0,3.092,-0.06445,-0.0551,-0.19654,0.00694,175.253,0.984,0.824,,0.0,0.707,72005200.0,67952410.0,4.25,1.266,26.571878,7.7598634,7.878,309.849,2025-07-30T22:25:58.157900,
VET,Energy,,1324182912.0,0.131,Oil & Gas E&P,9.138298,3247397888.0,8.699,-0.01829,0.21014,-0.01163,0.01469,67.462,0.71,0.48,4.42,0.066199996,1.579,154019008.0,145311885.0,10.35,18.688,0.45965326,0.71057737,1.743,3.556,2025-07-30T22:25:58.266364,
VETZ,,,,,,,,,,,,,,,,6.05,,,,,,,,,,,2025-07-30T22:25:58.351621,
VEU,,16.187822,31298813952.0,,,,,,,,,,,,,2.75,,,462657984.0,,,61.821,1.0942883,,,,2025-07-30T22:25:58.450056,
VFC,Consumer Cyclical,68.888885,4832974336.0,-0.046,Apparel Manufacturing,13.47826,9769515008.0,,-0.019960001,0.00183,0.04408,0.02803,360.778,1.403,0.659,2.9,2.0,1.686,389756000.0,386337945.0,4.82,3.817,3.2486246,0.50848305,1.028,13.401,2025-07-30T22:25:59.353582,
VFF,Consumer Defensive,,155025056.0,-0.013,Farm Products,-46.0,204203120.0,,-0.11845,-0.07057,-0.14054,-0.04221,21.2,1.922,0.919,,0.0,2.188,112337000.0,98959953.0,5.31,2.211,0.624152,0.46251562,0.609,-22.791,2025-07-30T22:25:59.643944,
VFH,,18.401283,,,,,,,,,,,,,,1.72,,,,,,,,,,,2025-07-30T22:25:59.749079,
VFL,Financial Services,,116702392.0,0.043,Asset Management,,,,-1.3053,0.87415004,,,70.58,1.623,1.622,6.31,0.19629999,0.745,12278000.0,,0.16,11.424,0.83202034,14.106356,,,2025-07-30T22:25:59.835254,
VFLO,,14.861224,,,,,,,,,,,,,,1.3,,,,,,,,,,,2025-07-30T22:25:59.936793,
VFMF,,11.443134,,,,,,,,,,,,,,1.73,,,,,,,,,,,2025-07-30T22:26:00.994686,
VFMO,,19.107246,,,,,,,,,,,,,,0.92,,,,,,,,,,,2025-07-30T22:26:01.193492,
VFMV,,26.688671,,,,,,,,,,,,,,1.66,,,,,,,,,,,2025-07-30T22:26:01.293782,
VFQY,,15.326331,,,,,,,,,,,,,,1.29,,,,,,,,,,,2025-07-30T22:26:01.388134,
VFS,Consumer Cyclical,,8022118912.0,1.499,Auto Manufacturers,-4.4545455,141251106045952.0,,-1.49101,-0.7396,,-0.23045999,,0.381,0.068,,0.0,1.167,2338810112.0,49676381.0,4.76,-75960.95,-4.515478e-05,0.00014911132,2.626,-3.102,2025-07-30T22:26:01.484970,
VFSWW,Consumer Cyclical,,,1.499,Auto Manufacturers,,,,-1.49101,-0.7396,,-0.23045999,,0.381,0.068,,,1.156,,49676381.0,,-75960.95,-3.9783595e-06,,,,2025-07-30T22:26:02.387826,
VFVA,,8.984722,,,,,,,,,,,,,,2.43,,,,,,,,,,,2025-07-30T22:26:02.785899,
VG,Energy,27.491228,37919207424.0,1.047,Oil & Gas Midstream,15.702976,69386231808.0,-0.4,0.23341998,0.37319002,,,304.194,1.733,1.552,0.42,0.0291,,451256992.0,442205485.0,3.58,2.017,7.768964,5.877125,10.754,25.756,2025-07-30T22:26:02.782173,
VGAS,Utilities,,130530328.0,,Utilities - Renewable,,24306094.0,,0.0,0.0,-0.22576,-0.14755,0.681,19.431,19.066,,0.0,-0.459,22049600.0,907459.0,12.27,1.794,1.6332219,,,-2.034,2025-07-30T22:26:02.883331,
VGASW,,,,,,,,,,,,,,,,,,,,,,1.794,0.09470457,,,,2025-07-30T22:26:02.970365,
VGI,Financial Services,7.6960783,88807832.0,,Asset Management,,,,0.0,0.0,,,,,,12.23,0.9412,,11313100.0,,0.51,,,,,,2025-07-30T22:26:03.948448,
VGIT,,,,,,,,,,,,,,,,3.72,,,,,,,,,,,2025-07-30T22:26:04.241428,
VGK,,17.029615,21817071616.0,,,,,,,,,,,,,2.96,,,282092992.0,,,69.503,1.1127577,,,,2025-07-30T22:26:04.345324,
VGLT,,,,,,,,,,,,,,,,4.38,,,,,,,,,,,2025-07-30T22:26:04.440052,
VGM,Financial Services,24.736841,509780768.0,-0.038,Asset Management,,790331456.0,-0.866,0.47959998,0.87167,0.033350002,0.02491,47.532,3.085,3.085,8.25,1.9042,0.657,54232000.0,,0.94,11.056,0.85021704,12.051628,18.684,,2025-07-30T22:26:04.530754,
VGMS,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T22:26:05.439647,
VGSH,,,,,,,,,,,,,,,,4.16,,,,,,,,,,,2025-07-30T22:26:05.726700,
VGSR,,27.425463,,,,,,,,,,,,,,3.07,,,,,,,,,,,2025-07-30T22:26:05.833688,
VGT,,38.865406,,,,,,,,,,,,,,0.47,,,,,,,,,,,2025-07-30T22:26:05.918338,
VGUS,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T22:26:06.022402,
VGZ,Basic Materials,12.250001,122334384.0,,Gold,-16.333334,107363888.0,,0.0,0.0,0.97510004,-0.30982,,11.01,10.723,,0.0,1.036,124831000.0,104833904.0,0.59,0.125,7.84,,,-13.507,2025-07-30T22:26:06.929354,
VHC,Technology,,68876928.0,,Software - Infrastructure,8.879781,42787940.0,,0.0,-6506.0,-0.39668998,-0.22719,22.24,17.722,17.517,,0.0,1.55,4238580.0,3619918.0,5.0,8.579,1.89416,22958.977,14262.647,-2.195,2025-07-30T22:26:07.217555,
VHI,Basic Materials,4.0608273,472240224.0,0.015,Chemicals,5.1512346,1255240064.0,1.185,0.055419996,0.08021,0.12805,0.05632,44.477,2.667,1.107,1.92,0.0779,1.277,28294800.0,2384119.0,1.99,37.551,0.44446224,0.22351393,0.594,4.094,2025-07-30T22:26:07.326039,
VHT,,23.858011,13451666432.0,,,,,,,,,,,,,1.6,,,54301900.0,,,228.287,1.0851253,,,,2025-07-30T22:26:07.412640,
VIASP,Utilities,21.735044,,0.247,Utilities - Regulated Electric,,231287104.0,0.01,0.066700004,0.17464,0.37979,0.16018,57.725,2.921,2.018,11.03,,1.199,,,1.01,19.173,1.3263444,,0.542,2.609,2025-07-30T22:26:07.510208,
VIAV,Technology,509.5,2274784768.0,0.166,Communication Equipment,19.596153,2245181440.0,,0.00488,0.10261,0.00711,0.0155299995,86.448,1.534,1.241,,0.0,0.886,223236992.0,219602361.0,3.87,3.265,3.1209798,2.1751623,2.147,21.444,2025-07-30T22:26:08.417440,
VICE,,15.634997,,,,,,,,,,,,,,1.35,,,,,,,,,,,2025-07-30T22:26:08.606656,
VICI,Real Estate,13.148,34734055424.0,0.034,REIT - Diversified,12.040293,52577419264.0,-0.099,0.67811996,0.76761,0.1012,0.04871,65.738,21.505,21.502,5.26,0.685,0.721,1056710016.0,1052691636.0,5.07,25.182,1.3052974,8.94763,13.544,15.028,2025-07-30T22:26:08.809368,
VICR,Technology,31.31507,2066918912.0,0.119,Electronic Components,43.96154,1727143040.0,,0.17274,0.00401,0.114379995,0.01513,1.263,6.972,5.331,,0.0,1.759,33469500.0,22978324.0,6.29,13.522,3.3811567,5.448638,4.553,48.586,2025-07-30T22:26:08.895326,
VIDI,,10.386973,,,,,,,,,,,,,,4.37,,,,,,,,,,,2025-07-30T22:26:09.095443,
VIG,,25.654675,,,,,,,,,,,,,,1.72,,,,,,,,,,,2025-07-30T22:26:09.788562,
VIGI,,20.629574,,,,,,,,,,,,,,1.82,,,,,,,,,,,2025-07-30T22:26:10.098635,
