symbol,sector,pe_ratio,market_cap,revenue_growth,industry,forward_pe,enterprise_value,earnings_growth,profit_margin,operating_margin,return_on_equity,return_on_assets,debt_to_equity,current_ratio,quick_ratio,dividend_yield,payout_ratio,beta,shares_outstanding,float_shares,short_ratio,book_value,price_to_book,price_to_sales,enterprise_to_revenue,enterprise_to_ebitda,last_updated,error
RILY,Financial Services,,207990224.0,-0.342,Financial Conglomerates,,1629264512.0,,-1.19575,-0.67156,,-0.22929001,,3.111,1.903,,2.4691,,30497100.0,16011244.0,3.75,-16.006,-0.4260902,0.32541132,2.549,,2025-08-17T23:47:10.720704,
RILYG,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:47:11.115369,
RILYK,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:47:11.473275,
RILYL,Financial Services,1.2331278,,-0.342,Financial Conglomerates,,1646954496.0,,-1.19575,-0.67156,,-0.22929001,,3.111,1.903,,,,,16011244.0,1.11,-16.006,-0.46232662,,2.577,,2025-08-17T23:47:11.606559,
RILYN,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:47:30.265335,
RILYP,Financial Services,1.2397934,,-0.342,Financial Conglomerates,,1648174464.0,,-1.19575,-0.67156,,-0.22929001,,3.111,1.903,,,,,16011244.0,0.09,-16.006,-0.4648257,,2.579,,2025-08-17T23:47:30.366186,
RILYT,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:47:30.465647,
RILYZ,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:47:30.580344,
RIME,Technology,,5833802.0,-0.178,Consumer Electronics,,2334804.0,,-1.30441,-1.40993,-7.3023,-0.44689998,28.016,1.338,0.748,,0.0,-0.101,2514570.0,2509743.0,0.79,1.879,1.2346992,0.25297263,0.101,-0.219,2025-08-17T23:47:30.653503,
RINC,,15.108176,,,,,,,,,,,,,,10.46,,,,,,,,,,,2025-08-17T23:47:31.568802,
RINF,,,,,,,,,,,,,,,,4.09,,,,,,,,,,,2025-08-17T23:47:31.864919,
RING,,18.419735,570859968.0,,,,,,,,,,,,,1.04,,,11500000.0,,,,,,,,2025-08-17T23:47:31.968614,
RINT,,18.311264,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:47:32.079580,
RIO,Basic Materials,9.751593,98901991424.0,0.003,Other Industrial Metals & Mining,8.979472,117511512064.0,-0.223,0.19118,0.25051,0.17158002,0.07299,38.149,1.526,1.028,6.09,0.64019996,0.615,1253880064.0,1239820014.0,2.23,35.844,1.7085147,1.8407562,2.187,6.454,2025-08-17T23:47:32.153834,
RIOT,Financial Services,,4187828736.0,1.185,Capital Markets,-33.32353,4739476480.0,,-0.17507,1.57876,-0.03226,0.00437,26.382,1.377,0.933,,0.0,4.619,369623008.0,343886318.0,1.71,9.074,1.2486224,7.7306294,8.749,14.448,2025-08-17T23:47:33.068769,
RIOX,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:47:33.364457,
RISN,,23.677551,,,,,,,,,,,,,,1.16,,,,,,,,,,,2025-08-17T23:47:33.466063,
RISR,,,,,,,,,,,,,,,,5.65,,,,,,,,,,,2025-08-17T23:47:33.578621,
RITA,,31.585403,,,,,,,,,,,,,,3.14,,,,,,,,,,,2025-08-17T23:47:33.654566,
RITM,Real Estate,9.453847,6517288448.0,0.083,REIT - Mortgage,6.468421,38256795648.0,0.233,0.21895,0.30715,0.10345,0.018860001,382.447,0.718,0.27,8.14,0.76919997,1.261,530292000.0,527683134.0,1.0,12.712,0.966803,1.7782395,10.438,,2025-08-17T23:47:34.716966,
RITM$A,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:47:34.813937,HTTP Error 404: 
RITM$B,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:47:34.926859,HTTP Error 401: 
RITM$C,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:47:35.451729,HTTP Error 404: 
RITM$D,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:47:35.345796,HTTP Error 404: 
RITR,Industrials,53.625,267913936.0,0.032,Engineering & Construction,,323327776.0,,0.02081,-0.10446,0.01911,0.02118,51.786,1.581,1.416,,0.0,,42450800.0,14103545.0,0.41,2.611,1.6430486,0.7084489,0.855,26.027,2025-08-17T23:47:38.683252,
RIV,Financial Services,6.1138616,265181680.0,,Asset Management,,,,0.0,0.0,,,,,,12.41,0.763,,21472200.0,,0.76,,,,,,2025-08-17T23:47:38.778223,
RIV$A,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:47:38.594418,HTTP Error 404: 
RIVN,Consumer Cyclical,,14852382720.0,0.125,Auto Manufacturers,-4.467153,12253432832.0,,-0.68064004,-0.85495,-0.54261,-0.14535,80.572,3.439,2.637,,0.0,1.807,1209520000.0,793585846.0,4.36,4.998,2.4489794,2.8833978,2.379,-4.495,2025-08-17T23:47:38.862039,
RJF,Financial Services,15.996083,32563396608.0,0.063,Asset Management,14.660683,21867390976.0,-0.082,0.15489,0.18070999,0.18191,0.02579,36.906,6.53,6.483,1.22,0.1912,1.061,199384000.0,177100823.0,6.83,60.905,2.6815534,2.3646357,1.588,,2025-08-17T23:47:38.986920,
RJF$B,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:47:41.573075,HTTP Error 404: 
RJMG,,29.355095,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-08-17T23:47:41.859979,
RKDA,Consumer Defensive,,6356736.0,0.114,Packaged Foods,-3.6328127,1924736.0,,-1.39356,-1.03162,-0.87943,-0.32829,0.243,4.121,3.103,,0.0,0.513,1367040.0,1355830.0,1.47,3.321,1.4001807,1.1756493,0.356,-0.294,2025-08-17T23:47:42.175998,
RKLB,Industrials,,21356423168.0,0.36,Aerospace & Defense,-192.47826,21031081984.0,,-0.45872003,-0.41272998,-0.40451,-0.101339996,72.352,2.673,2.19,,0.0,2.179,482412992.0,424253774.0,2.4,1.436,30.828691,42.351753,41.707,-111.396,2025-08-17T23:47:42.254966,
RKLX,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:47:42.388881,
RKT,Financial Services,,39111086080.0,0.05,Mortgage Finance,28.075758,53852385280.0,,-6.0000002e-05,0.14324,-0.00137,0.0127799995,273.033,28.579,7.974,,0.0,2.294,138400000.0,247659860.0,4.44,3.724,4.9758325,7.5919538,10.453,81.026,2025-08-17T23:47:42.974124,
RL,Consumer Cyclical,23.193136,17603495936.0,0.137,Apparel Manufacturing,22.320274,18565791744.0,0.349,0.109069996,0.16253,0.32554,0.08615,128.776,1.837,1.236,1.26,0.2706,1.543,38693000.0,38075176.0,2.69,41.507,7.001469,2.4161046,2.548,15.309,2025-08-17T23:47:43.369178,
RLAY,Healthcare,,610334976.0,,Biotechnology,-1.3258426,-12255609.0,,0.0,-110.11374,-0.46243998,-0.28371,5.135,20.919,20.193,,0.0,1.628,172411008.0,102624444.0,8.94,3.877,0.9130771,73.05027,-1.467,0.036,2025-08-17T23:47:43.575051,
RLGT,Industrials,17.285715,285216384.0,0.16,Integrated Freight & Logistics,8.521128,336298208.0,,0.01933,0.01773,0.081750005,0.03402,36.159,1.488,1.409,,0.0,0.878,47143200.0,38492405.0,3.6,4.777,1.2664853,0.32113612,0.379,8.276,2025-08-17T23:47:43.766348,
RLI,Financial Services,19.057142,6125027840.0,0.2,Insurance - Property & Casualty,10.454545,6102168576.0,0.506,0.17805,0.3109,0.19488001,0.044660002,6.585,0.939,0.31,0.96,0.1714,0.611,91829504.0,79724509.0,2.79,18.89,3.5309687,3.371695,3.359,14.563,2025-08-17T23:47:44.085992,
RLJ,Real Estate,35.75,1078699136.0,-0.018,REIT - Hotel & Motel,37.63158,3407014656.0,-0.263,0.042280003,0.14094,0.02526,0.01875,104.436,1.219,1.051,8.39,3.0,1.552,150096000.0,143849717.0,8.54,12.462,0.5737442,0.789088,2.492,10.222,2025-08-17T23:47:44.289738,
RLJ$A,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:47:46.570519,HTTP Error 404: 
RLMD,Healthcare,,21445092.0,,Biotechnology,-0.32144278,825566.0,,0.0,0.0,-1.7512399,-0.95669997,,4.108,4.016,,0.0,0.666,33191600.0,24521638.0,1.97,0.481,1.3432432,,,,2025-08-17T23:47:46.978678,
RLTY,Financial Services,12.644628,255852720.0,,Asset Management,,,,0.0,0.0,,,,,,8.63,1.0909,,16722400.0,,0.37,,,,,,2025-08-17T23:47:47.272455,
RLX,Consumer Defensive,30.428574,2595277312.0,0.506,Tobacco,17.750002,-5465027072.0,0.683,0.23931,0.1093,0.04141,0.00083,0.515,10.973,10.364,0.47,0.1457,1.081,909729024.0,515242752.0,4.76,13.228,0.16102208,0.96744233,-2.037,-90.207,2025-08-17T23:47:47.687201,
RLY,,18.904562,,,,,,,,,,,,,,2.62,,,,,,,,,,,2025-08-17T23:47:47.792723,
RLYB,Healthcare,,25239044.0,-0.291,Biotechnology,-0.47936505,-20451972.0,,0.0,-47.438683,-0.66124,-0.36341998,0.126,9.975,9.079,,0.0,-1.115,41786500.0,19859438.0,0.18,1.102,0.54809433,33.16563,-26.875,0.492,2025-08-17T23:47:47.975764,
RM,Financial Services,10.872832,368640992.0,0.1,Credit Services,6.63492,1911407872.0,0.198,0.058709998,0.22281,0.09811,0.04157,426.239,8.221,7.692,3.19,0.3468,1.241,9799070.0,6794770.0,6.33,36.434,1.032552,0.62329817,3.232,13.691,2025-08-17T23:47:48.488258,
RMAX,Real Estate,18.163263,468297504.0,-0.073,Real Estate Services,6.7424235,64054948.0,0.211,0.03186,0.1909,,0.05171,,1.571,0.96,,0.0,1.169,20030000.0,15621392.0,3.27,22.091,0.402879,1.5706143,0.215,0.855,2025-08-17T23:47:48.576686,
RMBI,Financial Services,14.873685,136556272.0,0.065,Banks - Regional,,376044800.0,0.3,0.21879,0.29650998,0.07226,0.00634,,,,4.25,0.6105,0.382,9664280.0,7393368.0,11.07,13.745,1.0280102,3.139018,8.644,,2025-08-17T23:47:49.283011,
RMBL,Consumer Cyclical,,121527392.0,-0.11,Auto & Truck Dealerships,-160.5,712659968.0,,-0.09872,-0.057350002,-2.4689999,-0.00583,,1.156,0.233,,0.0,1.272,37809000.0,12042580.0,33.41,-0.124,-25.887098,0.109563105,0.642,158.369,2025-08-17T23:47:49.387313,
RMBS,Technology,35.172985,7985088512.0,0.303,Semiconductors,30.291834,7418186240.0,0.606,0.35493,0.36578998,0.20302999,0.10767,2.275,10.851,10.079,,0.0,1.284,107594000.0,106830980.0,3.14,11.413,6.502672,12.370623,11.492,26.961,2025-08-17T23:47:49.483478,
RMCA,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:47:49.969689,
RMCF,Consumer Defensive,,11651910.0,-0.005,Confectioners,1.5572917,17859916.0,,-0.16206,-0.022750001,-0.608,-0.14243001,105.481,1.36,0.533,,0.0,1.111,7793920.0,5071273.0,0.22,0.867,1.7243369,0.3943784,0.604,-5.254,2025-08-17T23:47:49.858873,
RMCO,Financial Services,,23559840.0,4.221,Asset Management,,26133538.0,,-0.09789,-0.03628,-0.0198,-0.0136899995,4.396,0.984,0.984,0.63,0.0,-0.171,14724900.0,6152502.0,0.19,0.793,2.0176547,8.920225,9.895,-89.442,2025-08-17T23:47:50.357853,
RMCOW,Financial Services,,,4.221,Asset Management,,,,-0.09789,-0.03628,-0.0198,-0.0136899995,4.396,0.984,0.984,,,-0.171,,6152502.0,,0.793,0.047162674,,,,2025-08-17T23:48:08.832288,
RMD,Healthcare,29.92542,41712173056.0,0.102,Medical Instruments & Supplies,27.686104,41354485760.0,0.303,0.27218,0.3387,0.25863,0.14017999,14.273,3.44,2.159,0.84,0.2229,0.772,146415008.0,145507067.0,9.55,40.768,6.988079,8.105231,8.036,22.229,2025-08-17T23:48:08.940737,
RMI,Financial Services,16.197674,88797344.0,,Asset Management,,,,0.0,0.0,,,,,,8.14,1.3442,,6374540.0,,0.57,,,,,,2025-08-17T23:48:09.023627,
RMIF,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,2025-08-17T23:48:09.123086,
RMM,Financial Services,17.240505,268853344.0,,Asset Management,,,,0.0,0.0,,,,,,7.97,1.39,,19739600.0,,0.75,,,,,,2025-08-17T23:48:09.220346,
RMMZ,Financial Services,18.025316,120399200.0,,Asset Management,,,,0.0,0.0,,,,,,8.01,1.4794999,,8455000.0,,0.48,,,,,,2025-08-17T23:48:10.101671,
RMNI,Technology,,374697920.0,0.01,Software - Application,12.272727,377114912.0,,-0.0066299997,0.07672,,0.07782,,0.92,0.672,,0.0,1.35,92518000.0,42780323.0,1.11,-0.314,-12.898089,0.8770957,0.883,7.356,2025-08-17T23:48:10.294085,
RMNY,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:48:10.476703,
RMOP,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:48:10.571850,
RMR,Real Estate,14.570176,280205728.0,-0.054,Real Estate Services,9.384181,453164544.0,-0.154,0.1001,0.27091998,0.104890004,0.05056,28.399,2.272,2.114,10.84,1.5789,1.225,15869700.0,14202760.0,3.18,13.713,1.2112594,1.4370041,2.324,6.508,2025-08-17T23:48:10.771738,
RMSG,,,31680936.0,,,,,,,,,,,,,,,,5071280.0,,,-0.731,-4.5280437,,,,2025-08-17T23:48:11.471100,
RMSGW,,,,,,,,,,,,,,,,,,,,,,-0.731,-0.09616963,,,,2025-08-17T23:48:11.746809,
RMT,Financial Services,7.4769235,492630016.0,-0.257,Asset Management,,503733952.0,-0.075,10.28965,0.04098,0.121300004,-8.0000005e-05,0.353,4.969,0.091,7.82,0.5692,1.231,50682100.0,,0.69,10.979,0.88532656,76.86715,78.6,,2025-08-17T23:48:11.927124,
RMTI,Healthcare,,34943056.0,-0.378,Drug Manufacturers - Specialty & Generic,14.571428,30655960.0,,-0.02386,-0.08394,-0.0763,,40.822,,,,0.0,1.63,34257900.0,28220494.0,0.24,0.92,1.1086956,0.39723366,0.348,35.156,2025-08-17T23:48:12.020502,
RNA,Healthcare,,5978505216.0,0.881,Biotechnology,-15.336635,4800511488.0,,0.0,-44.48713,-0.37763,-0.24011,0.431,9.259,8.823,,0.0,0.947,128653000.0,98006826.0,6.27,9.875,4.705823,557.2286,447.433,-9.254,2025-08-17T23:48:12.221163,
RNAC,Healthcare,,294602656.0,-0.991,Biotechnology,-3.2464182,147628128.0,-0.074,0.0,-73.19128,,-0.13648,,13.332,13.11,,0.0,,26002000.0,9390377.0,34.29,-0.097,-116.80412,287.1371,143.887,-1.895,2025-08-17T23:48:12.918677,
RNAZ,Healthcare,,8995440.0,,Biotechnology,-17.983332,1620624.0,,0.0,0.0,-6.58616,-1.39887,,5.266,4.825,,0.0,,833683.0,780211.0,0.52,7.374,1.4632492,,,-0.111,2025-08-17T23:48:13.198576,
RNBW,,,148.0,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:48:13.382605,
RND,,36.139835,,,,,,,,,,,,,,0.04,,,,,,,,,,,2025-08-17T23:48:13.477792,
RNEM,,14.973549,,,,,,,,,,,,,,3.93,,,,,,,,,,,2025-08-17T23:48:13.677365,
RNEW,,0.2645956,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-08-17T23:48:14.364437,
RNG,Technology,,2783282688.0,0.046,Software - Application,7.2671394,4120752128.0,,-0.00496,0.064109996,,0.029690001,,0.649,0.454,,0.0,1.29,80738200.0,79522766.0,3.79,-5.35,-5.7457943,1.1333826,1.678,13.678,2025-08-17T23:48:14.651904,
RNGR,Energy,12.70707,274791232.0,0.018,Oil & Gas Equipment & Services,10.752137,258090752.0,0.524,0.03917,0.054770004,0.08336,0.052270003,11.629,2.473,2.233,1.91,0.22219999,0.427,21843500.0,18444401.0,1.65,12.452,1.0102795,0.48048824,0.451,3.469,2025-08-17T23:48:14.830479,
RNIN,,15.359445,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:48:14.925095,
RNP,Financial Services,11.421875,1049859264.0,-0.043,Asset Management,,1499093248.0,-0.162,1.32371,0.83182997,0.09177,0.02485,44.625,0.039,0.028,7.44,0.85,1.277,47873200.0,,3.76,21.062,1.0412116,15.13805,21.616,,2025-08-17T23:48:15.125673,
RNR,Financial Services,6.100868,11244585984.0,0.127,Insurance - Reinsurance,6.793006,-9116837888.0,0.828,0.15401,0.42705002,0.16018999,0.035550002,12.769,1.344,1.169,0.67,0.0403,0.29,47066200.0,45964394.0,2.73,212.154,1.1261159,0.8666658,-0.703,-2.792,2025-08-17T23:48:17.700968,
RNR$F,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:48:17.792928,HTTP Error 404: 
RNR$G,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:48:17.899715,HTTP Error 404: 
RNRG,,17.918455,,,,,,,,,,,,,,1.03,,,,,,,,,,,2025-08-17T23:48:18.468628,
RNST,Financial Services,15.524793,3569874944.0,0.158,Banks - Regional,14.791339,3149164032.0,-0.985,0.21716,0.17317,0.05209,0.0072399997,,,,2.34,0.36360002,0.957,95019296.0,93156947.0,5.91,39.769,0.94470567,4.853176,4.281,,2025-08-17T23:48:18.566359,
RNTX,Healthcare,,27517044.0,,Biotechnology,,68162920.0,,0.0,0.0,-0.79379,-0.18238,,0.858,0.744,,0.0,,23046100.0,20493374.0,1.04,0.124,9.629032,,,-2.8,2025-08-17T23:48:19.058367,
RNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:48:19.141209,
RNW,Utilities,27.75,2818715136.0,0.696,Utilities - Renewable,20.447369,671856852992.0,56.25,0.07551,0.53739,0.072230004,0.040110003,539.019,0.772,0.604,,0.0,0.891,244404992.0,69579233.0,1.53,325.611,0.023862831,0.024889316,5.933,8.263,2025-08-17T23:48:19.348907,
RNWWW,Utilities,,,0.696,Utilities - Renewable,,,56.25,0.07551,0.53739,0.072230004,0.040110003,539.019,0.772,0.604,,,0.891,,69579233.0,,325.611,0.0002300291,,,,2025-08-17T23:48:19.818466,
RNWZ,,13.656446,,,,,,,,,,,,,,2.39,,,,,,,,,,,2025-08-17T23:48:19.918825,
RNXT,Healthcare,,34944736.0,,Biotechnology,-2.3304877,22961142.0,,0.0,-6.3459697,-1.0710601,-0.54820997,2.443,8.609,8.147,,0.0,1.258,36572200.0,30080041.0,0.79,0.29,3.2948277,52.78661,34.685,,2025-08-17T23:48:20.618475,
ROAD,Industrials,77.94927,6033612288.0,0.505,Engineering & Construction,56.61579,7421189120.0,0.339,0.03041,0.10366999,0.105979994,0.05503,176.006,1.466,1.147,,0.0,0.999,47551900.0,46779150.0,8.11,15.246,7.055621,2.4620256,3.028,22.83,2025-08-17T23:48:20.699474,
ROAM,,11.306285,,,,,,,,,,,,,,4.38,,,,,,,,,,,2025-08-17T23:48:20.806330,
ROBN,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:48:21.187971,
ROBO,,27.374722,1231853184.0,,,,,,,,,,,,,0.49,,,,,,0.303,209.73596,,,,2025-08-17T23:48:21.378001,
ROBT,,27.84991,,,,,,,,,,,,,,0.45,,,,,,,,,,,2025-08-17T23:48:22.075120,
ROCK,Industrials,13.949439,1831926400.0,0.131,Building Products & Equipment,13.095992,1839197824.0,-0.166,0.09431,0.13436,0.13482,0.071880005,4.856,2.543,0.772,,0.0,1.324,29511500.0,29203702.0,2.09,35.287,1.7591466,1.3569785,1.362,9.27,2025-08-17T23:48:22.155324,
RODE,,9.167731,,,,,,,,,,,,,,4.5,,,,,,,,,,,2025-08-17T23:48:22.347773,
RODM,,15.42068,,,,,,,,,,,,,,3.59,,,,,,,,,,,2025-08-17T23:48:22.533275,
ROE,,20.432789,,,,,,,,,,,,,,0.97,,,,,,,,,,,2025-08-17T23:48:22.827438,
ROG,Technology,,1388847104.0,-0.053,Electronic Components,21.711048,1264845952.0,,-0.081429996,0.04241,-0.05252,0.01642,2.751,3.792,2.458,,0.0,0.462,18121700.0,15048610.0,1.76,66.669,1.1495597,1.7452213,1.589,14.069,2025-08-17T23:48:23.514286,
ROIS,,10.745386,,,,,,,,,,,,,,4.15,,,,,,,,,,,2025-08-17T23:48:23.688780,
ROIV,Healthcare,,8092151808.0,-0.728,Biotechnology,-9.957983,3768573952.0,,0.0,-131.30046,,,1.931,,,,0.0,1.149,682881984.0,413729974.0,6.62,6.736,1.7592043,348.3042,162.208,-3.288,2025-08-17T23:48:23.796908,
ROK,Industrials,40.173706,38483910656.0,0.045,Specialty Industrial Machinery,30.024563,42029043712.0,0.287,0.12039,0.17631,0.26847,0.07316,106.808,1.06,0.64,1.53,0.608,1.388,112434000.0,112064488.0,2.43,30.8,11.1129875,4.773968,5.214,25.949,2025-08-17T23:48:23.983624,
ROKT,,28.423174,,,,,,,,,,,,,,0.52,,,,,,,,,,,2025-08-17T23:48:24.167136,
ROKU,Communication Services,,13302516736.0,0.148,Entertainment,-143.31746,11616364544.0,,-0.013990001,-0.01768,-0.02469,-0.01948,21.893,2.85,2.602,,0.0,2.05,130252000.0,129278211.0,2.19,17.583,5.1350737,3.0267663,2.643,81.26,2025-08-17T23:48:42.946752,
ROL,Consumer Cyclical,56.76238,27784411136.0,0.121,Personal Services,51.1875,28628557824.0,0.085,0.13705,0.19952999,0.36518002,0.14366001,66.985,0.683,0.503,1.15,0.6386,0.687,484640000.0,294758050.0,3.99,2.979,19.244713,7.781724,8.018,35.672,2025-08-17T23:48:43.047305,
ROLR,Consumer Cyclical,,20140172.0,0.195,Gambling,,18502396.0,,-0.21988001,-0.07238,-6.05385,-0.31836998,34.677,0.434,0.31,,0.0,,8426850.0,322747.0,0.14,0.311,7.684888,0.6878709,0.632,-3.009,2025-08-17T23:48:43.140108,
ROM,,38.900646,,,,,,,,,,,,,,0.31,,,,,,,,,,,2025-08-17T23:48:43.233399,
ROMA,Industrials,,160824416.0,0.872,Consulting Services,,139933984.0,,-2.27611,-1.24796,-0.52,-0.31212,,24.645,11.232,,0.0,,59564600.0,46484787.0,0.15,3.131,0.8623443,13.1801405,11.468,-4.905,2025-08-17T23:48:43.359050,
ROMO,,19.505098,,,,,,,,,,,,,,0.76,,,,,,,,,,,2025-08-17T23:48:44.822266,
ROOT,Financial Services,17.593386,1396899328.0,0.324,Insurance - Property & Casualty,-50.519554,1064102400.0,,0.05979,0.07156,0.27525,0.048850004,56.129,2.477,2.129,,0.0,2.262,13618900.0,12522536.0,4.65,15.877,5.6956606,1.0235944,0.78,8.609,2025-08-17T23:48:45.058083,
ROP,Technology,37.16772,56996679680.0,0.132,Software - Application,26.455545,65613185024.0,0.119,0.20616,0.28211,0.081520006,0.04153,45.121,0.464,0.365,0.62,0.2212,0.996,107614000.0,107061765.0,2.36,182.448,2.9029644,7.6320186,8.786,22.247,2025-08-17T23:48:45.140461,
ROPE,,15.270403,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:48:45.236925,
RORO,,28.794176,,,,,,,,,,,,,,3.98,,,,,,,,,,,2025-08-17T23:48:45.361401,
ROSC,,14.608692,,,,,,,,,,,,,,2.16,,,,,,,,,,,2025-08-17T23:48:46.385098,
ROST,Consumer Cyclical,23.21327,48059813888.0,0.026,Apparel Retail,21.964127,49291997184.0,0.007,0.097950004,0.12166,0.39566,0.1129,89.95,1.55,0.894,1.1,0.2382,1.121,327071008.0,319407259.0,2.15,17.032,8.62729,2.2609868,2.319,16.138,2025-08-17T23:48:46.612851,
ROUS,,19.561918,,,,,,,,,,,,,,1.64,,,,,,,,,,,2025-08-17T23:48:46.698969,
RPAR,,17.990747,,,,,,,,,,,,,,2.69,,,,,,,,,,,2025-08-17T23:48:46.797421,
RPAY,Technology,,495956640.0,0.01,Software - Infrastructure,5.3235292,795432640.0,,-0.35786998,-0.01485,-0.15909,-0.00281,79.689,0.849,0.685,,0.0,1.638,86046896.0,65501576.0,5.63,7.917,0.6858659,1.5979683,2.563,11.118,2025-08-17T23:48:46.922604,
RPD,Technology,48.34091,1377145344.0,0.03,Software - Infrastructure,9.089745,1833058304.0,0.438,0.03276,0.01717,1.4935899,0.00969,1069.852,1.357,1.195,,0.0,0.962,64745900.0,57129235.0,4.39,1.398,15.214593,1.6100165,2.143,26.062,2025-08-17T23:48:47.940955,
RPG,,27.347963,,,,,,,,,,,,,,0.29,,,,,,,,,,,2025-08-17T23:48:48.158417,
RPHS,,26.835611,,,,,,,,,,,,,,3.5,,,,,,,,,,,2025-08-17T23:48:48.252576,
RPID,Healthcare,,115830984.0,0.097,Medical Devices,-2.9438202,91303336.0,,-1.4563,-1.67282,-0.59155,-0.29894,10.228,3.667,2.274,,0.0,1.33,39710800.0,19310520.0,3.82,1.222,2.144026,3.824193,3.014,-2.116,2025-08-17T23:48:48.351374,
RPM,Basic Materials,23.028038,15815922688.0,0.037,Specialty Chemicals,20.0,18544936960.0,0.255,0.09340999,0.14714,0.25572002,0.07985,105.093,2.16,1.287,1.66,0.372,1.028,128376000.0,126635483.0,2.65,22.495,5.4767723,2.1452172,2.515,16.688,2025-08-17T23:48:48.478105,
RPRX,Healthcare,15.873362,21198374912.0,0.077,Biotechnology,8.280182,26247041024.0,-0.686,0.44278,0.38848,0.17292,0.06494,84.429,1.26,1.256,2.42,0.3755,0.543,432292992.0,379851580.0,5.25,14.684,2.4754834,9.195723,11.386,,2025-08-17T23:48:51.404470,
RPT,Real Estate,23.636362,118094072.0,,REIT - Mortgage,12.787095,782442944.0,,-1.20789,0.41009998,-0.028010001,-0.00799,241.809,1.395,1.291,9.23,2.1818,1.418,45420800.0,32542606.0,7.62,5.371,0.48408118,21.573633,142.938,,2025-08-17T23:48:51.750658,
RPT$C,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:48:51.524234,HTTP Error 404: 
RPTX,Healthcare,,67445944.0,-0.767,Biotechnology,-0.5286195,-41377100.0,,0.0,-80.248,-0.69958,-0.38824,0.588,6.302,6.178,,0.0,0.926,42959200.0,22715092.0,1.07,2.57,0.610895,269.78378,-165.508,0.375,2025-08-17T23:48:51.817193,
RPV,,15.915201,,,,,,,,,,,,,,2.42,,,,,,,,,,,2025-08-17T23:48:52.144194,
RQI,Financial Services,16.405405,1631992448.0,-0.088,Asset Management,,2339001600.0,-0.091,1.11945,0.72097,0.05669,0.0163,41.178,3.878,2.718,7.91,1.2973,1.5,134431008.0,,0.32,12.825,0.94658875,18.526281,26.552,,2025-08-17T23:48:52.650303,
RR,Industrials,,331265760.0,-0.184,Specialty Industrial Machinery,-22.1,246473696.0,,0.0,-3.82923,-0.26423,-0.16894,0.75,120.231,118.001,,0.0,,74868896.0,100542885.0,1.96,0.765,2.888889,80.287384,59.737,-16.876,2025-08-17T23:48:53.061041,
RRBI,Financial Services,11.058201,418623456.0,0.132,Banks - Regional,12.692307,210794384.0,0.304,0.33391,0.43567002,0.12021,0.01242,,,,0.96,0.074099995,0.549,6676610.0,4785326.0,1.35,50.228,1.2483077,3.6205897,1.823,,2025-08-17T23:48:53.382398,
RRC,Energy,17.276382,8189007360.0,0.372,Oil & Gas E&P,11.575758,17761409024.0,7.357,0.17152001,0.48062,0.120220006,0.060370002,33.541,0.547,0.402,1.05,0.1709,0.6,238191008.0,470962204.0,4.55,17.303,1.9869388,2.9254506,6.345,16.513,2025-08-17T23:48:53.474574,
RRGB,Consumer Cyclical,,119185248.0,-0.055,Restaurants,-3.9298244,619022912.0,,-0.043169998,0.033689998,,0.00497,,0.458,0.2,,0.0,2.503,17735900.0,13861650.0,7.67,-4.397,-1.5283148,0.09643444,0.501,9.966,2025-08-17T23:48:53.596905,
